1101   ,1102   ,1216   ,1301   ,1303   ,1326   ,1402   ,1722   ,2002   ,2105   ,2301   ,2303   ,2308   ,2311   ,2317   ,2324   ,2325   ,2330   ,2347   ,2353   ,2354   ,2357   ,2382   ,2409   ,2412   ,2448   ,2454   ,2498   ,2618   ,2801   ,2880   ,2881   ,2882   ,2883   ,2885   ,2886   ,2888   ,2890   ,2891   ,2892   ,2912   ,3045   ,3231   ,3481   ,3673   ,4904   ,4938   ,6505   ,9904   ,
   25.49,   23.77,   29.19,   63.95,   46.05,   63.63,   25.41,   57.54,   23.23,   41.44,   23.17,   10.60,   53.71,   19.24,   44.20,   20.45,   21.08,   63.43,   49.86,   32.38,   69.13,  142.70,   44.38,   13.28,   74.74,   61.20,  228.12,  432.08,   16.51,   11.21,   10.76,   24.42,   22.53,    7.22,   12.30,   14.85,    7.22,    5.35,    9.88,   10.50,  134.62,   70.53,   21.69,   12.10,  293.79,   43.47,   25.86,   81.12,   18.61,
   25.67,   23.66,   28.78,   64.11,   44.70,   63.63,   25.23,   57.54,   23.11,   41.32,   22.75,   10.52,   51.68,   19.17,   43.66,   20.16,   20.49,   62.93,   49.93,   31.88,   67.73,  139.28,   44.38,   13.06,   74.37,   58.77,  229.31,  425.46,   16.12,   11.08,   10.52,   24.42,   22.19,    7.20,   12.50,   14.78,    7.19,    5.39,   10.11,   10.42,  135.46,   69.43,   21.84,   11.88,  297.58,   44.22,   24.77,   81.63,   18.77,
   25.86,   23.63,   28.64,   65.67,   45.73,   63.55,   25.16,   56.61,   23.07,   41.13,   22.68,   10.36,   51.93,   19.48,   43.88,   19.73,   20.49,   63.18,   49.93,   31.97,   66.92,  138.94,   44.53,   12.88,   74.00,   57.27,  222.57,  395.89,   15.91,   10.98,   10.40,   24.12,   22.05,    7.17,   12.54,   14.64,    7.16,    5.50,    9.77,   10.27,  138.84,   69.28,   22.01,   12.10,  285.85,   44.22,   24.41,   79.43,   18.61,
   25.75,   23.24,   28.78,   63.95,   44.62,   60.81,   24.11,   54.75,   22.67,   40.08,   22.61,   10.20,   52.09,   18.93,   42.70,   20.09,   19.66,   62.43,   48.90,   30.91,   65.15,  135.87,   44.31,   12.40,   73.63,   57.17,  207.89,  404.28,   15.60,   10.69,   10.28,   23.67,   21.63,    7.00,   12.18,   14.35,    6.98,    5.27,    9.55,   10.07,  135.46,   69.65,   21.69,   11.61,  276.54,   43.32,   24.18,   77.74,   18.65,
   26.23,   23.20,   30.21,   66.13,   47.01,   63.47,   24.72,   55.21,   22.87,   40.39,   23.27,   10.28,   52.66,   19.06,   43.39,   20.23,   19.66,   63.26,   49.52,   31.60,   66.85,  137.24,   44.24,   12.79,   74.74,   58.58,  209.08,  377.80,   15.99,   10.79,   10.37,   23.97,   22.01,    7.08,   12.26,   14.67,    7.15,    5.37,    9.77,   10.24,  139.26,   69.87,   22.07,   12.19,  265.86,   43.99,   25.08,   78.76,   18.85,
   25.56,   22.47,   30.28,   66.13,   47.17,   63.63,   24.44,   54.75,   22.99,   40.82,   23.34,   10.24,   52.57,   19.10,   43.56,   20.41,   19.18,   63.18,   49.86,   32.20,   66.11,  137.92,   44.45,   12.22,   74.74,   57.17,  203.92,  365.88,   15.69,   10.69,   10.34,   23.60,   21.63,    7.01,   11.87,   14.57,    7.05,    5.23,   10.02,   10.33,  139.26,   69.21,   22.04,   11.47,  247.92,   44.44,   25.67,   79.01,   18.93,
   24.38,   22.22,   29.63,   66.13,   45.49,   63.47,   24.26,   54.13,   22.71,   40.14,   23.06,    9.96,   52.01,   18.96,   42.54,   20.09,   18.93,   61.36,   49.72,   31.69,   65.30,  140.65,   43.16,   12.04,   74.37,   56.05,  206.30,  357.93,   15.73,   10.66,   10.22,   23.26,   21.60,    6.85,   11.75,   14.50,    6.89,    5.11,   10.16,   10.13,  140.95,   68.26,   22.19,   11.56,  236.55,   44.44,   25.74,   78.00,   18.97,
   24.75,   22.47,   30.07,   66.60,   46.85,   63.87,   24.83,   54.59,   22.91,   40.39,   22.64,   10.04,   52.57,   19.10,   43.72,   20.30,   19.22,   62.10,   49.72,   31.55,   67.36,  143.38,   43.23,   11.78,   74.74,   56.98,  207.10,  366.32,   15.91,   10.72,   10.19,   23.22,   21.57,    6.86,   11.99,   14.78,    6.87,    5.14,   10.47,   10.13,  140.11,   68.04,   22.48,   11.43,  233.79,   43.92,   25.94,   80.61,   19.09,
   24.57,   22.47,   29.42,   66.05,   46.93,   62.77,   24.44,   53.12,   22.79,   40.21,   22.40,    9.76,   51.93,   18.89,   43.50,   20.05,   19.15,   62.27,   48.14,   31.28,   68.03,  143.38,   42.29,   11.82,   74.37,   56.23,  213.44,  376.03,   15.69,   10.50,   10.13,   22.77,   21.15,    6.74,   11.75,   14.28,    6.79,    5.08,   10.05,    9.79,  139.26,   68.70,   22.71,   11.38,  239.30,   44.07,   25.24,   79.94,   18.97,
